voltage,current,active_power,reactive_power,apparent_power,power_factor,timestamp,reliable,device_id,load_type,probe_id,frequency,energy,temperature,bulb,fan,iron,labels
233.67,0.164393,32.65162,20.23565,38.41366,0.85,2025-12-09T22:45:21.705611,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.188141,37.36851,23.15891,43.96295,0.85,2025-12-09T22:45:24.745336,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.298207,59.22966,36.70724,69.68195,0.85,2025-12-09T22:45:27.785737,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.23067,45.8156,28.39395,53.9007,0.85,2025-12-09T22:45:30.826335,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.060397,0,0,14.11288,0,2025-12-09T22:45:33.884083,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.008513,889.8358,292.475,936.6693,0.95,2025-12-09T22:45:36.945376,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,4.033685,895.4235,294.3115,942.5511,0.95,2025-12-09T22:45:39.974416,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.283848,56.37782,34.93983,66.32684,0.85,2025-12-09T22:45:43.005436,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.183569,36.46037,22.59611,42.89455,0.85,2025-12-09T22:45:46.053198,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.205156,40.74797,25.25331,47.93878,0.85,2025-12-09T22:45:49.125768,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.223567,44.40485,27.51965,52.241,0.85,2025-12-09T22:45:52.126481,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.062139,0,0,14.51991,0,2025-12-09T22:45:55.165668,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.287171,57.03781,35.34885,67.1033,0.85,2025-12-09T22:45:58.205830,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.143859,28.5732,17.70807,33.61552,0.85,2025-12-09T22:46:01.266600,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.024277,0,0,5.672887,0,2025-12-09T22:46:04.314492,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.191927,38.12047,23.62495,44.84761,0.85,2025-12-09T22:46:07.345785,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.212321,42.17117,26.13533,49.61313,0.85,2025-12-09T22:46:10.374253,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.2368,47.03308,29.14848,55.33304,0.85,2025-12-09T22:46:13.425628,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.248194,49.29618,30.55103,57.99551,0.85,2025-12-09T22:46:16.445868,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.286375,56.87964,35.25084,66.91722,0.85,2025-12-09T22:46:19.487929,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.018652,892.0865,293.2147,939.0385,0.95,2025-12-09T22:46:22.533462,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.186661,37.07452,22.97672,43.61708,0.85,2025-12-09T22:46:25.586126,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.205943,40.90422,25.35016,48.12262,0.85,2025-12-09T22:46:28.606708,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.229747,45.63224,28.28032,53.68499,0.85,2025-12-09T22:46:31.649244,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.075225,0,0,17.5778,0,2025-12-09T22:46:34.737594,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.131049,26.0288,16.1312,30.62212,0.85,2025-12-09T22:46:37.726147,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.171049,33.97368,21.05499,39.96903,0.85,2025-12-09T22:46:40.775363,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.172979,34.35704,21.29258,40.42005,0.85,2025-12-09T22:46:43.806390,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.195597,38.84939,24.07669,45.70516,0.85,2025-12-09T22:46:46.854166,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.020353,0,0,4.755815,0,2025-12-09T22:46:49.906286,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.283728,56.35396,34.92504,66.29877,0.85,2025-12-09T22:46:52.934419,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.22841,45.36664,28.11572,53.37251,0.85,2025-12-09T22:46:55.966922,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.038266,896.4404,294.6458,943.6215,0.95,2025-12-09T22:46:59.006074,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,1.443497,320.4368,105.3225,337.3019,0.95,2025-12-09T22:47:02.054243,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.020875,0,0,4.877846,0,2025-12-09T22:47:05.096110,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.020426,0,0,4.773,0,2025-12-09T22:47:08.127014,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.234753,46.62643,28.89646,54.85463,0.85,2025-12-09T22:47:11.174543,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.085951,0,0,20.08427,0,2025-12-09T22:47:14.206148,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.202894,40.29873,24.97491,47.41026,0.85,2025-12-09T22:47:17.258163,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.273735,54.36908,33.69493,63.96363,0.85,2025-12-09T22:47:20.287213,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.177679,35.29059,21.87114,41.51834,0.85,2025-12-09T22:47:23.366318,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.235472,46.76928,28.985,55.02268,0.85,2025-12-09T22:47:26.367301,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.225764,44.84113,27.79003,52.75426,0.85,2025-12-09T22:47:29.407068,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.061393,0,0,14.34576,0,2025-12-09T22:47:32.474676,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.039982,896.8214,294.7709,944.0225,0.95,2025-12-09T22:47:35.515374,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.14233,28.26951,17.51986,33.25824,0.85,2025-12-09T22:47:38.527177,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.171241,34.01175,21.07859,40.01382,0.85,2025-12-09T22:47:41.567214,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.191159,37.96798,23.53044,44.66821,0.85,2025-12-09T22:47:44.628214,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.21637,42.97522,26.63365,50.55908,0.85,2025-12-09T22:47:47.667579,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.028617,0,0,6.686906,0,2025-12-09T22:47:50.686909,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.184313,36.60822,22.68774,43.0685,0.85,2025-12-09T22:47:53.734741,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.269123,53.45308,33.12723,62.88597,0.85,2025-12-09T22:47:56.766973,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.16206,32.18824,19.94847,37.86852,0.85,2025-12-09T22:47:59.827504,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.186254,36.99364,22.9266,43.52193,0.85,2025-12-09T22:48:02.867089,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.297409,59.07117,36.60903,69.4955,0.85,2025-12-09T22:48:05.895498,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.297386,59.06659,36.60617,69.4901,0.85,2025-12-09T22:48:08.929242,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.03846,896.4836,294.6599,943.667,0.95,2025-12-09T22:48:11.988084,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.104325,20.72089,12.84165,24.37751,0.85,2025-12-09T22:48:15.027603,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.150573,29.90682,18.53458,35.18449,0.85,2025-12-09T22:48:18.072866,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.171131,33.9899,21.06505,39.98812,0.85,2025-12-09T22:48:21.106956,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.192255,38.18568,23.66535,44.92433,0.85,2025-12-09T22:48:24.148492,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.215417,42.78603,26.51639,50.3365,0.85,2025-12-09T22:48:27.186867,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.237891,47.2497,29.28273,55.58788,0.85,2025-12-09T22:48:30.227297,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.0836,0,0,19.53472,0,2025-12-09T22:48:33.275072,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.137435,27.29717,16.91727,32.11432,0.85,2025-12-09T22:48:36.315626,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.154225,30.63217,18.98411,36.03785,0.85,2025-12-09T22:48:39.347018,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.185385,36.82112,22.81968,43.31896,0.85,2025-12-09T22:48:42.390258,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.297688,59.12664,36.6434,69.56075,0.85,2025-12-09T22:48:45.431327,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.223722,44.43563,27.53873,52.27721,0.85,2025-12-09T22:48:48.475209,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.009223,889.9935,292.5268,936.8353,0.95,2025-12-09T22:48:51.507236,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,4.032947,895.2596,294.2578,942.3786,0.95,2025-12-09T22:48:54.547403,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.134117,26.63824,16.5089,31.3391,0.85,2025-12-09T22:48:57.628170,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.294257,58.44525,36.22111,68.75912,0.85,2025-12-09T22:49:00.627758,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.191629,38.06134,23.5883,44.77805,0.85,2025-12-09T22:49:03.677620,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.217242,43.14855,26.74107,50.763,0.85,2025-12-09T22:49:06.709398,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.026861,0,0,6.276495,0,2025-12-09T22:49:09.751418,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.237396,47.15148,29.22185,55.47232,0.85,2025-12-09T22:49:12.789881,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.274371,54.49538,33.7732,64.11221,0.85,2025-12-09T22:49:15.827191,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.17483,34.7247,21.52044,40.85259,0.85,2025-12-09T22:49:18.868225,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.295268,58.64606,36.34556,68.99536,0.85,2025-12-09T22:49:21.908350,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.242416,48.14849,29.83974,56.64528,0.85,2025-12-09T22:49:24.949619,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.228114,45.30782,28.07926,53.30332,0.85,2025-12-09T22:49:27.996697,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.064601,0,0,15.09521,0,2025-12-09T22:49:31.040669,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.035636,895.8566,294.4539,943.007,0.95,2025-12-09T22:49:34.067825,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,4.014202,891.0986,292.8901,937.9986,0.95,2025-12-09T22:49:37.116820,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.23761,47.19398,29.2482,55.52232,0.85,2025-12-09T22:49:40.147732,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.193116,38.35668,23.77133,45.1255,0.85,2025-12-09T22:49:43.187873,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.213263,42.3581,26.25119,49.83305,0.85,2025-12-09T22:49:46.227874,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.287019,57.00761,35.33014,67.06778,0.85,2025-12-09T22:49:49.276308,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.183431,36.4329,22.57909,42.86224,0.85,2025-12-09T22:49:52.328075,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.265222,52.67823,32.64703,61.97438,0.85,2025-12-09T22:49:55.349308,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.159312,31.64253,19.61028,37.2265,0.85,2025-12-09T22:49:58.388275,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.186003,36.9439,22.89577,43.46341,0.85,2025-12-09T22:50:01.428833,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.205417,40.79973,25.2854,47.99968,0.85,2025-12-09T22:50:04.468011,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.287958,57.19409,35.44571,67.28716,0.85,2025-12-09T22:50:07.516413,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.088051,0,0,20.57479,0,2025-12-09T22:50:10.548460,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.048307,898.6696,295.3785,945.968,0.95,2025-12-09T22:50:13.616415,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,4.038554,896.5044,294.6667,943.6888,0.95,2025-12-09T22:50:16.653177,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.174958,34.75017,21.53622,40.88255,0.85,2025-12-09T22:50:20.519270,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.191603,38.05608,23.58504,44.77185,0.85,2025-12-09T22:50:22.728594,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.212679,42.24213,26.17931,49.69662,0.85,2025-12-09T22:50:25.768607,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.286465,56.89746,35.26187,66.93819,0.85,2025-12-09T22:50:28.808138,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.091865,0,0,21.46612,0,2025-12-09T22:50:31.851416,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.17542,34.84174,21.59297,40.99028,0.85,2025-12-09T22:50:34.896553,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.146353,29.06866,18.01513,34.19842,0.85,2025-12-09T22:50:37.928125,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.287205,57.04442,35.35295,67.11108,0.85,2025-12-09T22:50:41.101575,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.237337,47.13969,29.21455,55.45846,0.85,2025-12-09T22:50:44.031127,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.218003,43.29969,26.83474,50.94081,0.85,2025-12-09T22:50:47.048214,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.055968,0,0,13.07813,0,2025-12-09T22:50:50.109631,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.097907,0,0,22.87792,0,2025-12-09T22:50:53.149064,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.205909,40.89762,25.34607,48.11485,0.85,2025-12-09T22:50:56.188570,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.076184,0,0,17.80201,0,2025-12-09T22:50:59.228773,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,3.997053,887.2918,291.6388,933.9914,0.95,2025-12-09T22:51:02.248260,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.215868,42.8755,26.57185,50.44176,0.85,2025-12-09T22:51:05.310002,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.236489,46.97137,29.11024,55.26043,0.85,2025-12-09T22:51:08.329206,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.095949,0,0,22.42032,0,2025-12-09T22:51:11.368395,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.023552,0,0,5.503428,0,2025-12-09T22:51:14.437535,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.224431,44.57635,27.62594,52.44277,0.85,2025-12-09T22:51:17.468564,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.2972,59.02964,36.58329,69.44664,0.85,2025-12-09T22:51:20.508570,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.202314,40.18353,24.90351,47.27473,0.85,2025-12-09T22:51:23.529475,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.228648,45.41388,28.14499,53.4281,0.85,2025-12-09T22:51:26.568827,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.238617,47.39397,29.37214,55.75761,0.85,2025-12-09T22:51:29.657799,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.116255,23.09044,14.31017,27.16522,0.85,2025-12-09T22:51:32.649011,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.146696,29.13674,18.05732,34.27851,0.85,2025-12-09T22:51:35.717561,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.182007,36.15018,22.40387,42.52963,0.85,2025-12-09T22:51:38.732439,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.196752,39.07878,24.21885,45.97503,0.85,2025-12-09T22:51:41.768522,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.016,891.4977,293.0212,938.4186,0.95,2025-12-09T22:51:44.837514,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.29758,59.10511,36.63005,69.53542,0.85,2025-12-09T22:51:47.869334,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.079419,0,0,18.55784,0,2025-12-09T22:51:50.908697,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.135866,26.98568,16.72422,31.74785,0.85,2025-12-09T22:51:53.953822,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.227091,45.10466,27.95335,53.0643,0.85,2025-12-09T22:51:56.994910,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.188165,37.37324,23.16185,43.96851,0.85,2025-12-09T22:52:00.029711,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.244387,48.53996,30.08236,57.10583,0.85,2025-12-09T22:52:03.071395,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.025076,0,0,5.859617,0,2025-12-09T22:52:06.117926,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.049507,0,0,11.56833,0,2025-12-09T22:52:09.149852,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.182211,36.19067,22.42896,42.57726,0.85,2025-12-09T22:52:12.188802,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.145524,28.90391,17.91303,34.0046,0.85,2025-12-09T22:52:15.229723,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.175998,34.95654,21.66412,41.12534,0.85,2025-12-09T22:52:18.270248,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.298724,59.33249,36.77097,69.80293,0.85,2025-12-09T22:52:21.317032,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,2.183124,484.624,159.2883,510.1306,0.95,2025-12-09T22:52:24.349062,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,4.037379,896.2437,294.5811,943.4144,0.95,2025-12-09T22:52:27.389560,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.075356,0,0,17.60839,0,2025-12-09T22:52:30.429293,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.115437,22.92799,14.20949,26.9741,0.85,2025-12-09T22:52:33.477408,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.159719,31.7233,19.66033,37.32153,0.85,2025-12-09T22:52:36.516625,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.293418,58.27858,36.11781,68.56303,0.85,2025-12-09T22:52:39.549495,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.295924,58.77621,36.42622,69.14848,0.85,2025-12-09T22:52:42.605229,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.240945,47.85641,29.65874,56.30166,0.85,2025-12-09T22:52:45.630553,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.239745,47.61811,29.51105,56.02131,0.85,2025-12-09T22:52:48.692375,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.189034,37.54578,23.26878,44.1715,0.85,2025-12-09T22:52:51.728799,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.024692,0,0,5.76982,0,2025-12-09T22:53:08.394987,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.025148,0,0,5.876336,0,2025-12-09T22:53:09.035019,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.122346,24.30021,15.05991,28.58848,0.85,2025-12-09T22:53:09.037332,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.21219,42.14515,26.11922,49.58253,0.85,2025-12-09T22:53:09.054421,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.238568,47.38427,29.36613,55.7462,0.85,2025-12-09T22:53:09.055323,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.051385,0,0,12.00723,0,2025-12-09T22:53:10.487909,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.015049,891.2865,292.9518,938.1964,0.95,2025-12-09T22:53:13.427133,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,3.99899,887.7217,291.7802,934.444,0.95,2025-12-09T22:53:16.053992,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.17972,35.6959,22.12233,41.99517,0.85,2025-12-09T22:53:19.140743,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.204232,40.56437,25.13953,47.72279,0.85,2025-12-09T22:53:22.143414,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.224628,44.61546,27.65017,52.48877,0.85,2025-12-09T22:53:25.174016,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.166066,32.98392,20.44159,38.80461,0.85,2025-12-09T22:53:28.214706,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.095427,0,0,22.29845,0,2025-12-09T22:53:31.295033,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.145489,28.89697,17.90873,33.99643,0.85,2025-12-09T22:53:34.330456,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.229769,45.63663,28.28304,53.69016,0.85,2025-12-09T22:53:37.365899,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.188619,37.46337,23.21771,44.07455,0.85,2025-12-09T22:53:40.375229,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.209267,41.56452,25.75937,48.89943,0.85,2025-12-09T22:53:43.413573,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.233295,46.33698,28.71708,54.51409,0.85,2025-12-09T22:53:46.474128,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.093762,0,0,21.90935,0,2025-12-09T22:53:49.463293,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.28726,57.05538,35.35974,67.12397,0.85,2025-12-09T22:53:52.554826,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.164023,32.57822,20.19016,38.32731,0.85,2025-12-09T22:53:55.614264,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.179938,35.73914,22.14913,42.04605,0.85,2025-12-09T22:53:58.634256,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.237997,47.27083,29.29583,55.61274,0.85,2025-12-09T22:54:01.673624,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.286207,56.84625,35.23014,66.87794,0.85,2025-12-09T22:54:04.730434,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.167462,33.26128,20.61349,39.13092,0.85,2025-12-09T22:54:07.773721,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.285802,56.76593,35.18036,66.78344,0.85,2025-12-09T22:54:10.794401,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,4.031192,894.8701,294.1296,941.9686,0.95,2025-12-09T22:54:13.834399,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,1,4
233.67,0.166661,33.10208,20.51482,38.94362,0.85,2025-12-09T22:54:16.874251,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.184373,36.6201,22.6951,43.08247,0.85,2025-12-09T22:54:19.954069,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.178728,35.49881,22.00019,41.76331,0.85,2025-12-09T22:54:22.974081,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.226684,45.02378,27.90323,52.96915,0.85,2025-12-09T22:54:25.994156,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.047831,0,0,11.17658,0,2025-12-09T22:54:29.459196,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.284338,56.47499,35.00005,66.44116,0.85,2025-12-09T22:54:32.103516,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.143616,28.52487,17.67813,33.55867,0.85,2025-12-09T22:54:35.143378,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
233.67,0.17883,35.51906,22.01274,41.78713,0.85,2025-12-09T22:54:38.182900,FALSE,power_monitor_1,unknown,default,50,0,25,0,0,0,0
